#_,Name,Short Name,"Price,1h,24h,Market Cap, Volume",Blockchain,Added
1,MetaFlokiMon Go,METAFLOKIMG,"$0.000001185 11.71% 11.71% $1,185,272 $665,023",BNB,57 minutes ago
1,Bloggercoin,BLOGGER,$0.01971 0.00% 0.00%,--,--,BNB,24 minutes ago
